Date,EUR,RON,RUB,UAH,USD
2022-04-12,20.0921,4.0667,0.2257,0.6232,18.4136
2022-04-13,20.0167,4.0507,0.2206,0.6237,18.4206
2022-04-14,19.9777,4.0430,0.2247,0.6261,18.4526
2022-04-15,20.1259,4.0708,0.2240,0.6276,18.4530
2022-04-16,20.1259,4.0708,0.2240,0.6276,18.4530
2022-04-17,20.1259,4.0708,0.2240,0.6276,18.4530
2022-04-18,19.9487,4.0361,0.2275,0.6262,18.4565
2022-04-19,19.9392,4.0348,0.2282,0.6250,18.4613
2022-04-20,19.9519,4.0380,0.2329,0.6288,18.4868
2022-04-21,20.0861,4.0633,0.2290,0.6275,18.4947
2022-04-22,20.1442,4.0749,0.2311,0.6117,18.4783
2022-04-23,20.1442,4.0749,0.2311,0.6117,18.4783
2022-04-24,20.1442,4.0749,0.2311,0.6117,18.4783
2022-04-25,20.1442,4.0749,0.2311,0.6117,18.4783
2022-04-26,19.9756,4.0393,0.2371,0.6214,18.4720
2022-04-27,19.7397,3.9911,0.2505,0.6206,18.4647
2022-04-28,19.5973,3.9611,0.2485,0.6231,18.4732
2022-04-29,19.4594,3.9328,0.2547,0.6123,18.5355
2022-04-30,19.4594,3.9328,0.2547,0.6123,18.5355
2022-05-01,19.4594,3.9328,0.2547,0.6123,18.5355
2022-05-02,19.4594,3.9328,0.2547,0.6123,18.5355
2022-05-03,19.6653,3.9747,0.2609,0.6151,18.6146
2022-05-04,19.5921,3.9604,0.2680,0.6313,18.6529
2022-05-05,19.6812,3.9786,0.2791,0.6326,18.6914
2022-05-06,19.8463,4.0103,0.2862,0.6399,18.7327
2022-05-07,19.8463,4.0103,0.2862,0.6399,18.7327
2022-05-08,19.8463,4.0103,0.2862,0.6399,18.7327
2022-05-09,19.8463,4.0103,0.2862,0.6399,18.7327
2022-05-10,19.8836,4.0179,0.2795,0.6205,18.7785
2022-05-11,19.8611,4.0156,0.2719,0.6224,18.8265
2022-05-12,19.9081,4.0237,0.2747,0.6365,18.8711
2022-05-13,19.7437,3.9906,0.2879,0.6402,18.9160
2022-05-14,19.7437,3.9906,0.2879,0.6402,18.9160
2022-05-15,19.7437,3.9906,0.2879,0.6402,18.9160
2022-05-16,19.7089,3.9851,0.2925,0.6426,18.9755
2022-05-17,19.8453,4.0116,0.2984,0.6495,19.0172
2022-05-18,20.0157,4.0453,0.2950,0.6444,19.0399
2022-05-19,20.0655,4.0561,0.2946,0.6489,19.0765
2022-05-20,20.1680,4.0763,0.3071,0.6515,19.1529
2022-05-21,20.1680,4.0763,0.3071,0.6515,19.1529
2022-05-22,20.1680,4.0763,0.3071,0.6515,19.1529
2022-05-23,20.2947,4.1017,0.3156,0.6519,19.1667
2022-05-24,20.4507,4.1336,0.3280,0.6517,19.1603
2022-05-25,20.4756,4.1405,0.3399,0.6476,19.1199
2022-05-26,20.3796,4.1250,0.3342,0.6458,19.1079
2022-05-27,20.4444,4.1366,0.3069,0.6460,19.0722
2022-05-28,20.4444,4.1366,0.3069,0.6460,19.0722
2022-05-29,20.4444,4.1366,0.3069,0.6460,19.0722
2022-05-30,20.3955,4.1269,0.2879,0.6470,19.0620
2022-05-31,20.5472,4.1562,0.3058,0.6486,19.0703
2022-06-01,20.3794,4.1226,0.3068,0.6427,19.0551
2022-06-02,20.3966,4.1258,0.3047,0.6441,19.0302
2022-06-03,20.3550,4.1203,0.3056,0.6474,19.0323
2022-06-04,20.3550,4.1203,0.3056,0.6474,19.0323
2022-06-05,20.3550,4.1203,0.3056,0.6474,19.0323
2022-06-06,20.4362,4.1344,0.3058,0.6444,19.0290
2022-06-07,20.4296,4.1341,0.3111,0.6437,19.0459
2022-06-08,20.3034,4.1079,0.3085,0.6436,19.0186
2022-06-09,20.4150,4.1285,0.3143,0.6449,19.0429
2022-06-10,20.4042,4.1258,0.3340,0.6443,19.0373
2022-06-11,20.4042,4.1258,0.3340,0.6443,19.0373
2022-06-12,20.4042,4.1258,0.3340,0.6443,19.0373
2022-06-13,20.1643,4.0790,0.3304,0.6449,19.0418
2022-06-14,19.9537,4.0343,0.3334,0.6452,19.0626
2022-06-15,19.9397,4.0333,0.3326,0.6468,19.1130
2022-06-16,20.0806,4.0613,0.3403,0.6483,19.1545
2022-06-17,19.9684,4.0388,0.3372,0.6481,19.1892
2022-06-18,19.9684,4.0388,0.3372,0.6481,19.1892
2022-06-19,19.9684,4.0388,0.3372,0.6481,19.1892
2022-06-20,20.2462,4.0928,0.3361,0.6515,19.2454
2022-06-21,20.2649,4.0980,0.3458,0.6516,19.2413
2022-06-22,20.2691,4.0973,0.3509,0.6500,19.2060
2022-06-23,20.2179,4.0876,0.3628,0.6491,19.2185
2022-06-24,20.2146,4.0856,0.3568,0.6515,19.2429
2022-06-25,20.2146,4.0856,0.3568,0.6515,19.2429
2022-06-26,20.2146,4.0856,0.3568,0.6515,19.2429
2022-06-27,20.2534,4.0942,0.3568,0.6507,19.2148
2022-06-28,20.3254,4.1115,0.3565,0.6477,19.2030
2022-06-29,20.2579,4.0970,0.3590,0.6468,19.1500
2022-06-30,20.1130,4.0684,0.3624,0.6472,19.1216
2022-07-01,19.8744,4.0181,0.3508,0.6443,19.1045
2022-07-02,19.8744,4.0181,0.3508,0.6443,19.1045
2022-07-03,19.8744,4.0181,0.3508,0.6443,19.1045
2022-07-04,19.9837,4.0402,0.3492,0.6470,19.1186
2022-07-05,19.9987,4.0448,0.3440,0.6477,19.1312
2022-07-06,19.7138,3.9877,0.3134,0.6482,19.1405
2022-07-07,19.5430,3.9511,0.3027,0.6507,19.1721
2022-07-08,19.5772,3.9595,0.3011,0.6504,19.2170
2022-07-09,19.5772,3.9595,0.3011,0.6504,19.2170
2022-07-10,19.5772,3.9595,0.3011,0.6504,19.2170
2022-07-11,19.5008,3.9445,0.3066,0.6509,19.2325
2022-07-12,19.4773,3.9400,0.3075,0.6519,19.2607
2022-07-13,19.3151,3.9090,0.3231,0.6527,19.2774
2022-07-14,19.4271,3.9316,0.3269,0.6536,19.3065
2022-07-15,19.3502,3.9153,0.3268,0.6528,19.3163
2022-07-16,19.3502,3.9153,0.3268,0.6528,19.3163
2022-07-17,19.3502,3.9153,0.3268,0.6528,19.3163
2022-07-18,19.4133,3.9300,0.3330,0.6535,19.3042
2022-07-19,19.6157,3.9716,0.3379,0.6536,19.3134
2022-07-20,19.8184,4.0121,0.3426,0.6537,19.3134
2022-07-21,19.6924,3.9866,0.3494,0.6536,19.3129
2022-07-22,19.6633,3.9812,0.3347,0.5268,19.3033
2022-07-23,19.6633,3.9812,0.3347,0.5268,19.3033
2022-07-24,19.6633,3.9812,0.3347,0.5268,19.3033
2022-07-25,19.6366,3.9812,0.3287,0.5277,19.3132
2022-07-26,19.7701,4.0064,0.3306,0.5293,19.3227
2022-07-27,19.6198,3.9779,0.3283,0.5242,19.3288
2022-07-28,19.6092,3.9743,0.3187,0.5234,19.3137
2022-07-29,19.5831,3.9684,0.3186,0.5242,19.3318
2022-07-30,19.5831,3.9684,0.3186,0.5242,19.3318
2022-07-31,19.5831,3.9684,0.3186,0.5242,19.3318
2022-08-01,19.7824,4.0087,0.3115,0.5233,19.3149
2022-08-02,19.8222,4.0221,0.3081,0.5236,19.3322
2022-08-03,19.7634,4.0118,0.3211,0.5233,19.3247
2022-08-04,19.7065,4.0005,0.3190,0.5249,19.3390
2022-08-05,19.6783,3.9947,0.3172,0.5241,19.3076
2022-08-06,19.6783,3.9947,0.3172,0.5241,19.3076
2022-08-07,19.6783,3.9947,0.3172,0.5241,19.3076
2022-08-08,19.7575,4.0117,0.3175,0.5228,19.3076
2022-08-09,19.6752,4.0000,0.3205,0.5227,19.3055
2022-08-10,19.7321,4.0251,0.3182,0.5226,19.2960
2022-08-11,19.7571,4.0206,0.3179,0.5222,19.2885
2022-08-12,19.9217,4.0611,0.3169,0.5219,19.2760
2022-08-13,19.9217,4.0611,0.3169,0.5219,19.2760
2022-08-14,19.9217,4.0611,0.3169,0.5219,19.2760
2022-08-15,19.8334,4.0544,0.3138,0.5232,19.2745
2022-08-16,19.6226,4.0155,0.3119,0.5216,19.2294
2022-08-17,19.4865,3.9920,0.3135,0.5208,19.2345
2022-08-18,19.5602,4.0055,0.3176,0.5206,19.2238
2022-08-19,19.5593,4.0073,0.3225,0.5218,19.2305
2022-08-20,19.5593,4.0073,0.3225,0.5218,19.2305
2022-08-21,19.5593,4.0073,0.3225,0.5218,19.2305
2022-08-22,19.3513,3.9647,0.3241,0.5236,19.2360
2022-08-23,19.2883,3.9486,0.3230,0.5217,19.2690
2022-08-24,19.1544,3.9215,0.3212,0.5227,19.3011
2022-08-25,19.2037,3.9342,0.3213,0.5241,19.3566
2022-08-26,19.3401,3.9661,0.3226,0.5247,19.3788
2022-08-27,19.3401,3.9661,0.3226,0.5247,19.3788
2022-08-28,19.3401,3.9661,0.3226,0.5247,19.3788
2022-08-29,19.3802,3.9770,0.3218,0.5240,19.3531
2022-08-30,19.3309,3.9695,0.3167,0.5242,19.3609
2022-08-31,19.3309,3.9695,0.3167,0.5242,19.3609
2022-09-01,19.4311,3.9944,0.3186,0.5254,19.3720
2022-09-02,19.4077,4.0008,0.3204,0.5245,19.3689
2022-09-03,19.4077,4.0008,0.3204,0.5245,19.3689
2022-09-04,19.4077,4.0008,0.3204,0.5245,19.3689
2022-09-05,19.3598,4.0059,0.3200,0.5243,19.3637
2022-09-06,19.2643,3.9960,0.3174,0.5251,19.3932
2022-09-07,19.2577,3.9840,0.3165,0.5254,19.4033
2022-09-08,19.2051,3.9500,0.3178,0.5254,19.4010
2022-09-09,19.4423,3.9892,0.3194,0.5258,19.4180
2022-09-10,19.4423,3.9892,0.3194,0.5258,19.4180
2022-09-11,19.4423,3.9892,0.3194,0.5258,19.4180
2022-09-12,19.5398,3.9931,0.3199,0.5251,19.3925
2022-09-13,19.6316,4.0026,0.3199,0.5243,19.3634
2022-09-14,19.6942,4.0027,0.3220,0.5239,19.3497
2022-09-15,19.3409,3.9248,0.3236,0.5231,19.3177
2022-09-16,19.3414,3.9285,0.3230,0.5256,19.3781
2022-09-17,19.3414,3.9285,0.3230,0.5256,19.3781
2022-09-18,19.3414,3.9285,0.3230,0.5256,19.3781
2022-09-19,19.3596,3.9312,0.3220,0.5249,19.3857
2022-09-20,19.3739,3.9305,0.3212,0.5250,19.3875
2022-09-21,19.3966,3.9300,0.3222,0.5248,19.3821
2022-09-22,19.2330,3.8913,0.3179,0.5248,19.3813
2022-09-23,19.1792,3.8815,0.3237,0.5257,19.4170
2022-09-24,19.1792,3.8815,0.3237,0.5257,19.4170
2022-09-25,19.1792,3.8815,0.3237,0.5257,19.4170
2022-09-26,18.9695,3.8385,0.3340,0.5265,19.4460
2022-09-27,18.7925,3.8028,0.3356,0.5276,19.4852
2022-09-28,18.8154,3.8061,0.3342,0.5291,19.5424
2022-09-29,18.7162,3.7825,0.3321,0.5294,19.5521
2022-09-30,18.9917,3.8377,0.3379,0.5294,19.5520
2022-10-01,18.9917,3.8377,0.3379,0.5294,19.5520
2022-10-02,18.9917,3.8377,0.3379,0.5294,19.5520
2022-10-03,19.0768,3.8544,0.3320,0.5292,19.5459
2022-10-04,19.0953,3.8593,0.3334,0.5287,19.5259
2022-10-05,19.2908,3.9031,0.3290,0.5279,19.4964
2022-10-06,19.3192,3.9098,0.3283,0.5272,19.4701
2022-10-07,19.2133,3.8917,0.3199,0.5264,19.4417
2022-10-08,19.2133,3.8917,0.3199,0.5264,19.4417
2022-10-09,19.2133,3.8917,0.3199,0.5264,19.4417
2022-10-10,19.0278,3.8503,0.3151,0.5260,19.4280
2022-10-11,18.8331,3.8123,0.3097,0.5262,19.4326
2022-10-12,18.8617,3.8197,0.3022,0.5258,19.4170
2022-10-13,18.8613,3.8181,0.3012,0.5257,19.4166
2022-10-14,18.8613,3.8181,0.3012,0.5257,19.4166
2022-10-15,18.8613,3.8181,0.3012,0.5257,19.4166
2022-10-16,18.8613,3.8181,0.3012,0.5257,19.4166
2022-10-17,18.8906,3.8248,0.3058,0.5259,19.4218
2022-10-18,18.9332,3.8353,0.3134,0.5257,19.4168
2022-10-19,19.0383,3.8570,0.3132,0.5262,19.3913
2022-10-20,18.9809,3.8522,0.3144,0.5252,19.3970
2022-10-21,19.0319,3.8661,0.3150,0.5257,19.4163
2022-10-22,19.0319,3.8661,0.3150,0.5257,19.4163
2022-10-23,19.0319,3.8661,0.3150,0.5257,19.4163
2022-10-24,18.9085,3.8545,0.3149,0.5251,19.3924
2022-10-25,19.0529,3.8783,0.3160,0.5253,19.3991
2022-10-26,19.0976,3.8942,0.3137,0.5246,19.3738
2022-10-27,19.3916,3.9774,0.3140,0.5240,19.3489
2022-10-28,19.4115,3.9698,0.3138,0.5250,19.3428
2022-10-29,19.4115,3.9698,0.3138,0.5250,19.3428
2022-10-30,19.4115,3.9698,0.3138,0.5250,19.3428
2022-10-31,19.2261,3.9112,0.3137,0.5236,19.3295
2022-11-01,19.1779,3.9026,0.3123,0.5228,19.3083
2022-11-02,19.1716,3.9020,0.3135,0.5225,19.2960
2022-11-03,19.0778,3.8839,0.3132,0.5221,19.2733
2022-11-04,18.7903,3.8335,0.3103,0.5223,19.2909
2022-11-05,18.7903,3.8335,0.3103,0.5223,19.2909
2022-11-06,18.7903,3.8335,0.3103,0.5223,19.2909
2022-11-07,18.9273,3.8706,0.3113,0.5231,19.3164
2022-11-08,19.3063,3.9508,0.3164,0.5238,19.3459
2022-11-09,19.3047,3.9424,0.3165,0.5228,19.3076
2022-11-10,19.3832,3.9506,0.3155,0.5237,19.2801
2022-11-11,19.1496,3.9164,0.3140,0.5214,19.2565
2022-11-12,19.1496,3.9164,0.3140,0.5214,19.2565
2022-11-13,19.1496,3.9164,0.3140,0.5214,19.2565
2022-11-14,19.8000,4.0482,0.3196,0.5209,19.2393
2022-11-15,19.7108,4.0212,0.3171,0.5191,19.1721
2022-11-16,19.9529,4.0680,0.3175,0.5189,19.1644
2022-11-17,19.9247,4.0504,0.3170,0.5185,19.1281
2022-11-18,19.8301,4.0273,0.3169,0.5191,19.1642
2022-11-19,19.8301,4.0273,0.3169,0.5191,19.1642
2022-11-20,19.8301,4.0273,0.3169,0.5191,19.1642
2022-11-21,19.8749,4.0209,0.3174,0.5192,19.1685
2022-11-22,19.6285,3.9714,0.3147,0.5195,19.1788
2022-11-23,19.7398,4.0085,0.3168,0.5208,19.2236
2022-11-24,19.8920,4.0282,0.3173,0.5218,19.2724
2022-11-25,20.0796,4.0765,0.3181,0.5225,19.2953
2022-11-26,20.0796,4.0765,0.3181,0.5225,19.2953
2022-11-27,20.0796,4.0765,0.3181,0.5225,19.2953
2022-11-28,20.1360,4.0880,0.3199,0.5247,19.3783
2022-11-29,20.2669,4.1155,0.3182,0.5239,19.3488
2022-11-30,20.1110,4.0891,0.3173,0.5246,19.3737
2022-12-01,20.1876,4.1001,0.3194,0.5278,19.4889
2022-12-02,20.3956,4.1377,0.3185,0.5292,19.5427
2022-12-03,20.3956,4.1377,0.3185,0.5292,19.5427
2022-12-04,20.3956,4.1377,0.3185,0.5292,19.5427
2022-12-05,20.6519,4.1891,0.3169,0.5320,19.5984
2022-12-06,20.6951,4.2070,0.3147,0.5305,19.5865
2022-12-07,20.5235,4.1773,0.3094,0.5284,19.5156
2022-12-08,20.3928,4.1457,0.3092,0.5264,19.4411
2022-12-09,20.3989,4.1479,0.3091,0.5256,19.4100
2022-12-10,20.3989,4.1479,0.3091,0.5256,19.4100
2022-12-11,20.3989,4.1479,0.3091,0.5256,19.4100
2022-12-12,20.4718,4.1601,0.3090,0.5252,19.3944
2022-12-13,20.4700,4.1504,0.3086,0.5246,19.3744
2022-12-14,20.3885,4.1350,0.3061,0.5251,19.3458
2022-12-15,20.5818,4.1797,0.3046,0.5234,19.3284
2022-12-16,20.5809,4.1821,0.2992,0.5247,19.3749
2022-12-17,20.5809,4.1821,0.2992,0.5247,19.3749
2022-12-18,20.5809,4.1821,0.2992,0.5247,19.3749
2022-12-19,20.6309,4.1927,0.2991,0.5253,19.4017
2022-12-20,20.5645,4.1858,0.2902,0.5250,19.3894
2022-12-21,20.5688,4.1841,0.2800,0.5234,19.3289
2022-12-22,20.4940,4.1854,0.2706,0.5230,19.3166
2022-12-23,20.4701,4.1795,0.2671,0.5221,19.2832
2022-12-24,20.4701,4.1795,0.2671,0.5221,19.2832
2022-12-25,20.4701,4.1795,0.2671,0.5221,19.2832
2022-12-26,20.4398,4.1694,0.2767,0.5215,19.2602
2022-12-27,20.4199,4.1653,0.2764,0.5210,19.2415
2022-12-28,20.4785,4.1579,0.2734,0.5204,19.2205
2022-12-29,20.4067,4.1248,0.2649,0.5189,19.1639
2022-12-30,20.3792,4.1190,0.2667,0.5187,19.1579
2022-12-31,20.3792,4.1190,0.2667,0.5187,19.1579
2023-01-01,20.3792,4.1190,0.2667,0.5187,19.1579
2023-01-02,20.3792,4.1190,0.2667,0.5187,19.1579
2023-01-03,20.4676,4.1367,0.2680,0.5190,19.1671
2023-01-04,20.1729,4.0903,0.2624,0.5190,19.1602
2023-01-05,20.3216,4.1273,0.2644,0.5213,19.1596
2023-01-06,20.3543,4.1319,0.2640,0.5207,19.1813
2023-01-07,20.3543,4.1319,0.2640,0.5207,19.1813
2023-01-08,20.3543,4.1319,0.2640,0.5207,19.1813
2023-01-09,20.1596,4.0898,0.2653,0.5226,19.2079
2023-01-10,20.5522,4.1733,0.2752,0.5210,19.2356
2023-01-11,20.6118,4.1834,0.2765,0.5224,19.1978
2023-01-12,20.6192,4.1804,0.2801,0.5220,19.1851
2023-01-13,20.6284,4.1751,0.2825,0.5190,19.1652
2023-01-14,20.6284,4.1751,0.2825,0.5190,19.1652
2023-01-15,20.6284,4.1751,0.2825,0.5190,19.1652
2023-01-16,20.6913,4.1874,0.2811,0.5196,19.1374
2023-01-17,20.6652,4.1833,0.2786,0.5170,19.0884
2023-01-18,20.6258,4.1810,0.2769,0.5170,19.0434
2023-01-19,20.5475,4.1605,0.2762,0.5143,18.9877
2023-01-20,20.5368,4.1669,0.2750,0.5140,18.9744
2023-01-21,20.5368,4.1669,0.2750,0.5140,18.9744
2023-01-22,20.5368,4.1669,0.2750,0.5140,18.9744
2023-01-23,20.5042,4.1630,0.2752,0.5127,18.9362
2023-01-24,20.6088,4.1902,0.2752,0.5130,18.9393
2023-01-25,20.5442,4.1786,0.2743,0.5118,18.9009
2023-01-26,20.4947,4.1810,0.2725,0.5110,18.8639
2023-01-27,20.5231,4.2070,0.2723,0.5098,18.8234
2023-01-28,20.5231,4.2070,0.2723,0.5098,18.8234
2023-01-29,20.5231,4.2070,0.2723,0.5098,18.8234
2023-01-30,20.4187,4.1739,0.2705,0.5083,18.7715
2023-01-31,20.4427,4.1672,0.2679,0.5082,18.7625
2023-02-01,20.3368,4.1332,0.2656,0.5083,18.7705
2023-02-02,20.5199,4.1769,0.2688,0.5101,18.8385
2023-02-03,20.7443,4.2350,0.2688,0.5108,18.8576
2023-02-04,20.7443,4.2350,0.2688,0.5108,18.8576
2023-02-05,20.7443,4.2350,0.2688,0.5108,18.8576
2023-02-06,20.5021,4.1819,0.2665,0.5082,18.7619
2023-02-07,20.1970,4.1172,0.2650,0.5080,18.7626
2023-02-08,20.1128,4.1030,0.2649,0.5087,18.7874
2023-02-09,20.2127,4.1287,0.2602,0.5098,18.8245
2023-02-10,20.2648,4.1440,0.2582,0.5098,18.8274
2023-02-11,20.2648,4.1440,0.2582,0.5098,18.8274
2023-02-12,20.2648,4.1440,0.2582,0.5098,18.8274
2023-02-13,20.0929,4.0955,0.2566,0.5087,18.7802
2023-02-14,20.0326,4.0862,0.2555,0.5083,18.7641
2023-02-15,20.1640,4.1153,0.2538,0.5077,18.7459
2023-02-16,20.0628,4.0939,0.2517,0.5081,18.7284
2023-02-17,20.0394,4.0893,0.2502,0.5071,18.7214
2023-02-18,20.0394,4.0893,0.2502,0.5071,18.7214
2023-02-19,20.0394,4.0893,0.2502,0.5071,18.7214
2023-02-20,19.9057,4.0562,0.2513,0.5096,18.7356
2023-02-21,20.0359,4.0742,0.2519,0.5077,18.7506
2023-02-22,19.9971,4.0652,0.2508,0.5080,18.7625
2023-02-23,19.9769,4.0577,0.2497,0.5090,18.7947
2023-02-24,19.9493,4.0615,0.2502,0.5095,18.8148
2023-02-25,19.9493,4.0615,0.2502,0.5095,18.8148
2023-02-26,19.9493,4.0615,0.2502,0.5095,18.8148
2023-02-27,19.9285,4.0530,0.2479,0.5110,18.8386
2023-02-28,19.9384,4.0534,0.2508,0.5136,18.8785
2023-03-01,20.0785,4.0808,0.2523,0.5124,18.9250
2023-03-02,20.1810,4.0962,0.2513,0.5121,18.9146
2023-03-03,20.0511,4.0735,0.2496,0.5111,18.8707
2023-03-04,20.0511,4.0735,0.2496,0.5111,18.8707
2023-03-05,20.0511,4.0735,0.2496,0.5111,18.8707
2023-03-06,20.0002,4.0630,0.2498,0.5102,18.8424
2023-03-07,20.0219,4.0704,0.2493,0.5096,18.8140
2023-03-08,20.0219,4.0704,0.2493,0.5096,18.8140
2023-03-09,20.0101,4.0662,0.2480,0.5085,18.7765
2023-03-10,19.8477,4.0371,0.2474,0.5083,18.7722
2023-03-11,19.8477,4.0371,0.2474,0.5083,18.7722
2023-03-12,19.8477,4.0371,0.2474,0.5083,18.7722
2023-03-13,19.8637,4.0421,0.2466,0.5079,18.7589
2023-03-14,20.0026,4.0682,0.2495,0.5078,18.7544
2023-03-15,20.0395,4.0694,0.2481,0.5061,18.6910
2023-03-16,19.7419,4.0108,0.2451,0.5050,18.6500
2023-03-17,19.7662,4.0170,0.2441,0.5044,18.6255
2023-03-18,19.7662,4.0170,0.2441,0.5044,18.6255
2023-03-19,19.7662,4.0170,0.2441,0.5044,18.6255
2023-03-20,19.8036,4.0253,0.2422,0.5045,18.6308
2023-03-21,19.9666,4.0555,0.2422,0.5050,18.6508
2023-03-22,20.0870,4.0803,0.2419,0.5046,18.6345
2023-03-23,20.0947,4.0819,0.2418,0.5039,18.6105
2023-03-24,20.2151,4.1079,0.2441,0.5033,18.5870
2023-03-25,20.2151,4.1079,0.2441,0.5033,18.5870
2023-03-26,20.2151,4.1079,0.2441,0.5033,18.5870
2023-03-27,19.8942,4.0379,0.2415,0.5017,18.5295
2023-03-28,19.9358,4.0342,0.2416,0.5013,18.5156
2023-03-29,19.9951,4.0413,0.2411,0.5004,18.4789
2023-03-30,20.0126,4.0439,0.2392,0.4992,18.4338
2023-03-31,20.0263,4.0464,0.2382,0.4984,18.4058
2023-04-01,20.0263,4.0464,0.2382,0.4984,18.4058
2023-04-02,20.0263,4.0464,0.2382,0.4984,18.4058
2023-04-03,19.9620,4.0333,0.2369,0.4973,18.3652
2023-04-04,19.9292,4.0348,0.2353,0.4966,18.3351
2023-04-05,19.9725,4.0495,0.2302,0.4966,18.2906
2023-04-06,19.9593,4.0476,0.2294,0.4939,18.2368
2023-04-07,19.8367,4.0182,0.2244,0.4939,18.1996
2023-04-08,19.8367,4.0182,0.2244,0.4939,18.1996
2023-04-09,19.8367,4.0182,0.2244,0.4939,18.1996
2023-04-10,19.8022,4.0112,0.2240,0.4943,18.1679
2023-04-11,19.7772,4.0127,0.2209,0.4918,18.1317
2023-04-12,19.7598,4.0037,0.2202,0.4899,18.0875
2023-04-13,19.7391,3.9979,0.2197,0.4891,18.0636
2023-04-14,19.8457,4.0151,0.2200,0.4878,18.0161
2023-04-15,19.8457,4.0151,0.2200,0.4878,18.0161
2023-04-16,19.8457,4.0151,0.2200,0.4878,18.0161
2023-04-17,19.8457,4.0151,0.2200,0.4878,18.0161
2023-04-18,19.8496,4.0166,0.2200,0.4861,17.9512
2023-04-19,19.6734,3.9868,0.2196,0.4854,17.9215
2023-04-20,19.6372,3.9822,0.2199,0.4863,17.9590
2023-04-21,19.7498,4.0060,0.2205,0.4874,17.9978
2023-04-22,19.7498,4.0060,0.2205,0.4874,17.9978
2023-04-23,19.7498,4.0060,0.2205,0.4874,17.9978
2023-04-24,19.7498,4.0060,0.2205,0.4874,17.9978
2023-04-25,19.7791,4.0040,0.2213,0.4885,18.0383
2023-04-26,19.9064,4.0334,0.2213,0.4891,18.0631
2023-04-27,19.9021,4.0301,0.2206,0.4878,18.0150
2023-04-28,19.8972,4.0260,0.2208,0.4878,18.0155
2023-04-29,19.8972,4.0260,0.2208,0.4878,18.0155
2023-04-30,19.8972,4.0260,0.2208,0.4878,18.0155
2023-05-01,19.8972,4.0260,0.2208,0.4878,18.0155
2023-05-02,19.7296,3.9980,0.2252,0.4864,17.9612
2023-05-03,19.6768,3.9914,0.2248,0.4862,17.9574
2023-05-04,19.7882,4.0141,0.2258,0.4857,17.9362
2023-05-05,19.8024,4.0171,0.2280,0.4847,17.9022
2023-05-06,19.8024,4.0171,0.2280,0.4847,17.9022
2023-05-07,19.8024,4.0171,0.2280,0.4847,17.9022
2023-05-08,19.8024,4.0171,0.2280,0.4847,17.9022
2023-05-09,19.8024,4.0171,0.2280,0.4847,17.9022
2023-05-10,19.6887,3.9958,0.2314,0.4836,17.8590
2023-05-11,19.5249,3.9669,0.2339,0.4826,17.8237
2023-05-12,19.4478,3.9435,0.2337,0.4821,17.8037
2023-05-13,19.4478,3.9435,0.2337,0.4821,17.8037
2023-05-14,19.4478,3.9435,0.2337,0.4821,17.8037
2023-05-15,19.4126,3.9356,0.2302,0.4819,17.7990
2023-05-16,19.3693,3.9232,0.2243,0.4821,17.8050
2023-05-17,19.3735,3.9166,0.2223,0.4814,17.7812
2023-05-18,19.2084,3.8725,0.2193,0.4802,17.7355
2023-05-19,19.1903,3.8593,0.2216,0.4805,17.7449
2023-05-20,19.1903,3.8593,0.2216,0.4805,17.7449
2023-05-21,19.1903,3.8593,0.2216,0.4805,17.7449
2023-05-22,19.1114,3.8387,0.2213,0.4794,17.7063
2023-05-23,19.1891,3.8554,0.2216,0.4801,17.7325
2023-05-24,19.1078,3.8433,0.2214,0.4800,17.7286
2023-05-25,19.0801,3.8457,0.2216,0.4805,17.7449
2023-05-26,19.0630,3.8496,0.2221,0.4814,17.7776
2023-05-27,19.0630,3.8496,0.2221,0.4814,17.7776
2023-05-28,19.0630,3.8496,0.2221,0.4814,17.7776
2023-05-29,19.1571,3.8643,0.2230,0.4828,17.8297
2023-05-30,19.1025,3.8523,0.2227,0.4827,17.8286
2023-05-31,19.0946,3.8458,0.2200,0.4818,17.7939
2023-06-01,19.0946,3.8458,0.2200,0.4818,17.7939
2023-06-02,19.0946,3.8458,0.2200,0.4818,17.7939
2023-06-03,19.0946,3.8458,0.2200,0.4818,17.7939
2023-06-04,19.0946,3.8458,0.2200,0.4818,17.7939
2023-06-05,19.0058,3.8257,0.2196,0.4821,17.8048
2023-06-06,19.0652,3.8394,0.2194,0.4827,17.8288
2023-06-07,19.0707,3.8446,0.2194,0.4827,17.8263
2023-06-08,19.1042,3.8512,0.2189,0.4827,17.8286
2023-06-09,19.1520,3.8652,0.2175,0.4833,17.8481
2023-06-10,19.1520,3.8652,0.2175,0.4833,17.8481
2023-06-11,19.1520,3.8652,0.2175,0.4833,17.8481
2023-06-12,19.2007,3.8736,0.2162,0.4831,17.8428
2023-06-13,19.2119,3.8756,0.2162,0.4828,17.8325
2023-06-14,19.2573,3.8816,0.2134,0.4829,17.8332
2023-06-15,19.2618,3.8865,0.2120,0.4826,17.8226
2023-06-16,19.3770,3.9069,0.2133,0.4839,17.8697
2023-06-17,19.3770,3.9069,0.2133,0.4839,17.8697
2023-06-18,19.3770,3.9069,0.2133,0.4839,17.8697
2023-06-19,19.6222,3.9555,0.2146,0.4854,17.9255
2023-06-20,19.5809,3.9481,0.2132,0.4856,17.9345
2023-06-21,19.6380,3.9569,0.2136,0.4866,17.9696
